m49_code,country,region,cpc_code,commodity,year,loss_percentage,loss_percentage_original,loss_quantity,activity,food_supply_stage,treatment,cause_of_loss,sample_size,method_data_collection,reference,url,notes,major waste type,Region
24,Angola,,111.0,Wheat,2010,4.33,4.33,,"Drying, Harvesting",Harvest,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
24,Angola,,112.0,Maize (corn),2010,1.0,1,,Transportation,Transport,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
24,Angola,,112.0,Maize (corn),2010,3.91,3.91,,Drying,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
24,Angola,,112.0,Maize (corn),2010,4.59,4.59,,Storage,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
24,Angola,,113.0,Rice,2010,4.4,4.4,,"Drying, Harvesting",Harvest,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
24,Angola,,113.0,Rice,2010,1.25,1.25,,Transportation,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
24,Angola,,113.0,Rice,2010,1.0,1,,Transportation,Transport,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
24,Angola,,113.0,Rice,2010,2.5,2.5,,Winnowing,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
24,Angola,,113.0,Rice,2010,2.92,2.92,,"Shelling, Threshing",Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
24,Angola,,113.0,Rice,2010,0.68,0.68,,Storage,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
24,Angola,,114.0,Sorghum,2010,1.3,1.3,,Storage,Storage,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
24,Angola,,114.0,Sorghum,2010,3.68,3.68,,Storage,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
24,Angola,,118.0,Millet,2010,1.65,1.65,,Winnowing,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
24,Angola,,118.0,Millet,2010,1.3,1.3,,Storage,Storage,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
24,Angola,,118.0,Millet,2010,2.5,2.5,,Transportation,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
24,Angola,,118.0,Millet,2010,0.86,0.86,,Storage,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
24,Angola,,118.0,Millet,2010,3.44,3.44,,"Drying, Harvesting",Harvest,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
246,Finland,,113.0,Rice,2010,28.0,28%,,Consumption,Food Services,,,,Survey,"Venice 2012, Fourth International Symposium on Energy from Biomass and Waste",,,Cereals & Pulses,Europe & Central Asia
246,Finland,,23710.0,"Uncooked pasta, not stuffed or otherwise prepared",2010,28.0,28%,,Consumption,Food Services,,,,Survey,"Venice 2012, Fourth International Symposium on Energy from Biomass and Waste",,,Cereals & Pulses,Europe & Central Asia
246,Finland,,1359.9,"Other fruits, n.e.c.",2010,13.0,13%,,Consumption,Households,,,,Survey,"Venice 2012, Fourth International Symposium on Energy from Biomass and Waste",,,Fruits & Vegetables,Europe & Central Asia
246,Finland,,1510.0,Potatoes,2010,28.0,28%,,Consumption,Food Services,,,,Survey,"Venice 2012, Fourth International Symposium on Energy from Biomass and Waste",,,"Roots, Tubers & Oil-Bearing Crops",Europe & Central Asia
246,Finland,,2211.0,Raw milk of cattle,2010,17.0,17%,,Consumption,Households,,,,Survey,"Venice 2012, Fourth International Symposium on Energy from Biomass and Waste",,,Meat & Animals Products,Europe & Central Asia
246,Finland,,2211.0,Raw milk of cattle,2010,4.0,4%,,Consumption,Households,,,,Survey,"Venice 2012, Fourth International Symposium on Energy from Biomass and Waste",,,Meat & Animals Products,Europe & Central Asia
246,Finland,,231.0,"Hen eggs in shell, fresh",2010,7.0,7%,,Consumption,Households,,,,Survey,"Venice 2012, Fourth International Symposium on Energy from Biomass and Waste",,,Meat & Animals Products,Europe & Central Asia
246,Finland,,21111.01,"Meat of cattle with the bone, fresh or chilled",2010,7.0,7%,,Consumption,Households,,,,Survey,"Venice 2012, Fourth International Symposium on Energy from Biomass and Waste",,,Meat & Animals Products,Europe & Central Asia
246,Finland,,21111.01,"Meat of cattle with the bone, fresh or chilled",2010,9.0,9%,,Consumption,Food Services,,,,Survey,"Venice 2012, Fourth International Symposium on Energy from Biomass and Waste",,,Meat & Animals Products,Europe & Central Asia
246,Finland,,22251.01,Cheese from whole cow milk,2010,3.0,3%,,Consumption,Food Services,,,,Survey,"Venice 2012, Fourth International Symposium on Energy from Biomass and Waste",,,Meat & Animals Products,Europe & Central Asia
246,Finland,,22290.0,Dairy products n.e.c.,2010,3.0,3%,,Consumption,Food Services,,,,Survey,"Venice 2012, Fourth International Symposium on Energy from Biomass and Waste",,,Meat & Animals Products,Europe & Central Asia
288,Ghana,,112.0,Maize (corn),2010,5.23,5.23,,Storage,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
288,Ghana,,112.0,Maize (corn),2010,1.32,1.32,,"Shelling, Threshing",Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
288,Ghana,,112.0,Maize (corn),2010,4.0,4,,Drying,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
288,Ghana,,112.0,Maize (corn),2010,6.42,6.42,,"Drying, Harvesting",Harvest,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
288,Ghana,,112.0,Maize (corn),2010,2.36,2.36,,Transportation,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
288,Ghana,,113.0,Rice,2010,1.25,1.25,,Transportation,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
288,Ghana,,113.0,Rice,2010,3.14,3.14,,"Shelling, Threshing",Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
288,Ghana,,113.0,Rice,2010,4.4,4.4,,"Drying, Harvesting",Harvest,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
288,Ghana,,114.0,Sorghum,2010,4.55,4.55,,"Drying, Harvesting",Harvest,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
288,Ghana,,118.0,Millet,2010,2.5,2.5,,Transportation,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
288,Ghana,,118.0,Millet,2010,1.18,1.18,,Storage,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
288,Ghana,,118.0,Millet,2010,3.5,3.5,,"Drying, Harvesting",Harvest,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
288,Ghana,,118.0,Millet,2010,2.0,2,,"Shelling, Threshing",Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
288,Ghana,,112.0,Maize (corn),2010,0.31,0.31,,,Storage,,Insects; Large Grain Borer,,Controlled Experiment,Hell et al.,http://ageconsearch.umn.edu/bitstream/115554/2/11-3PICS.Maize-2.pdf,,Cereals & Pulses,Sub-Saharan Africa
288,Ghana,Ejisu Juabeng,113.0,Rice,2010,7.02,7.02%,,Storage,Storage,,,,Controlled Experiment,"Appiah F, Guisse R and Dartey P. K. A",,,Cereals & Pulses,Sub-Saharan Africa
288,Ghana,Ejisu Juabeng,113.0,Rice,2010,1.66,1.66%,,Drying,Processing,,,,Controlled Experiment,"Appiah F, Guisse R and Dartey P. K. A",,,Cereals & Pulses,Sub-Saharan Africa
288,Ghana,,1316.0,"Mangoes, guavas and mangosteens",2010,9.0,9,,,Retail & Wholesale,,Quality losses due damage and decay,,No Data Collection Specified,Kitinoja,http://ucce.ucdavis.edu/files/datastore/234-2429.pdf,,Fruits & Vegetables,Sub-Saharan Africa
288,Ghana,,1316.0,"Mangoes, guavas and mangosteens",2010,4.8,4.8,,,Farm,,Quality losses due damage and decay,,No Data Collection Specified,Kitinoja,http://ucce.ucdavis.edu/files/datastore/234-2429.pdf,,Fruits & Vegetables,Sub-Saharan Africa
288,Ghana,,1212.0,Cabbages,2010,19.25,6.5-32,,,Retail & Wholesale,,,,Case Study,Kitinoja,http://ucanr.edu/datastoreFiles/234-1847.pdf,,Fruits & Vegetables,Sub-Saharan Africa
288,Ghana,,1212.0,Cabbages,2010,25.0,5.0-45,,,Retail & Wholesale,,,,Case Study,Kitinoja,http://ucanr.edu/datastoreFiles/234-1847.pdf,,Fruits & Vegetables,Sub-Saharan Africa
288,Ghana,,1212.0,Cabbages,2010,38.0,23-53,,,Farm,,large sacks,,Case Study,Kitinoja,http://ucanr.edu/datastoreFiles/234-1847.pdf,,Fruits & Vegetables,Sub-Saharan Africa
288,Ghana,,1233.0,Eggplants (aubergines),2010,12.4,2.8-22,,,Farm,,,,Case Study,Kitinoja,http://ucanr.edu/datastoreFiles/234-1847.pdf,,Fruits & Vegetables,Sub-Saharan Africa
288,Ghana,,1233.0,Eggplants (aubergines),2010,8.1,0-16.2,,,Retail & Wholesale,,,,Case Study,Kitinoja,http://ucanr.edu/datastoreFiles/234-1847.pdf,,Fruits & Vegetables,Sub-Saharan Africa
288,Ghana,,1234.0,Tomatoes,2010,17.75,14-21.5,,,Retail & Wholesale,,,,Case Study,Kitinoja,http://ucanr.edu/datastoreFiles/234-1847.pdf,,Fruits & Vegetables,Sub-Saharan Africa
288,Ghana,,1239.01,Okra,2010,2.25,0-4.5,,,Retail & Wholesale,,,,Case Study,Kitinoja,http://ucanr.edu/datastoreFiles/234-1847.pdf,,Fruits & Vegetables,Sub-Saharan Africa
288,Ghana,,1253.01,"Onions and shallots, green",2010,11.75,5.5-18,,,Retail & Wholesale,,,,Case Study,Kitinoja,http://ucanr.edu/datastoreFiles/234-1847.pdf,,Fruits & Vegetables,Sub-Saharan Africa
288,Ghana,,1253.01,"Onions and shallots, green",2010,3.25,0-6.5,,,Retail & Wholesale,,,,Case Study,Kitinoja,http://ucanr.edu/datastoreFiles/234-1847.pdf,,Fruits & Vegetables,Sub-Saharan Africa
288,Ghana,,1313.0,Plantains and cooking bananas,2010,26.0,26,,,Retail & Wholesale,,,,Case Study,Kitinoja,http://ucanr.edu/datastoreFiles/234-1847.pdf,,Fruits & Vegetables,Sub-Saharan Africa
288,Ghana,,1318.0,Pineapples,2010,20.0,20,,,Farm,,General poor handling Lack of training Only large growers have access to export markets,Training of trainers (60 extension agents),Case Study,,http://ucanr.edu/datastoreFiles/234-1847.pdf,,Fruits & Vegetables,Sub-Saharan Africa
288,Ghana,,1318.0,Pineapples,2010,9.6,6.7-12.5,,,Farm,,,,Case Study,Kitinoja,http://ucanr.edu/datastoreFiles/234-1847.pdf,,Fruits & Vegetables,Sub-Saharan Africa
288,Ghana,,1318.0,Pineapples,2010,27.15,26.3-28,,,Retail & Wholesale,,,,Case Study,Kitinoja,http://ucanr.edu/datastoreFiles/234-1847.pdf,,Fruits & Vegetables,Sub-Saharan Africa
288,Ghana,Kumasi and its environments (including Ejura) and Tamale,1234.0,Tomatoes,2010,25.0,25,,Farm,Farm,,"The physical loss was measured by percentage of product sorted and not sold. Economic losses due to poor quality (a function of the % cumulative rate of defects, decay and damage that occurred during handling) could not be determined because price data reported for crops in Ghana were unreliable; The air temperatures during the handling at the farm, wholesale and retail markets were 29-31C, and 76 % RH at the farm and wholesale markets, and 72% RH at the retail market.",,Case Study,Kitinoja and Cantwell (2010),https://www.researchgate.net/publication/285594317_Postharvest_losses_in_Africa_-_Analytical_review_and_synthesis_the_case_of_Ghana,,Fruits & Vegetables,Sub-Saharan Africa
288,Ghana,Kumasi and its environments (including Ejura) and Tamale,1234.0,Tomatoes,2010,21.5,21.5,,Wholesale,Retail & Wholesale,,"The physical loss was measured by percentage of product sorted and not sold. Economic losses due to poor quality (a function of the % cumulative rate of defects, decay and damage that occurred during handling) could not be determined because price data reported for crops in Ghana were unreliable; The air temperatures during the handling at the farm, wholesale and retail markets were 29-31C, and 76 % RH at the farm and wholesale markets, and 72% RH at the retail market.",,Case Study,Kitinoja and Cantwell (2010),https://www.researchgate.net/publication/285594317_Postharvest_losses_in_Africa_-_Analytical_review_and_synthesis_the_case_of_Ghana,Adopted from Kitinoja and Cantwell (2010),Fruits & Vegetables,Sub-Saharan Africa
288,Ghana,Kumasi and its environments (including Ejura) and Tamale,1234.0,Tomatoes,2010,23.0,23,,Retailing,Retail & Wholesale,,"The physical loss was measured by percentage of product sorted and not sold. Economic losses due to poor quality (a function of the % cumulative rate of defects, decay and damage that occurred during handling) could not be determined because price data reported for crops in Ghana were unreliable; The air temperatures during the handling at the farm, wholesale and retail markets were 29-31C, and 76 % RH at the farm and wholesale markets, and 72% RH at the retail market.",,Case Study,Kitinoja and Cantwell (2010),https://www.researchgate.net/publication/285594317_Postharvest_losses_in_Africa_-_Analytical_review_and_synthesis_the_case_of_Ghana,,Fruits & Vegetables,Sub-Saharan Africa
288,Ghana,Kumasi and its environments (including Ejura) and Tamale,1239.01,Okra,2010,6.3,6.3,,Retailing,Retail & Wholesale,,"The physical loss was measured by percentage of product sorted and not sold. Economic losses due to poor quality (a function of the % cumulative rate of defects, decay and damage that occurred during handling) could not be determined because price data reported for crops in Ghana were unreliable; The air temperatures during the handling at the farm, wholesale and retail markets were 29-31C, and 76 % RH at the farm and wholesale markets, and 72% RH at the retail market.",,Literature Review,Kitinoja and Cantwell (2010),https://www.researchgate.net/publication/285594317_Postharvest_losses_in_Africa_-_Analytical_review_and_synthesis_the_case_of_Ghana,Adopted from Kitinoja and Cantwell (2010),Fruits & Vegetables,Sub-Saharan Africa
288,Ghana,Kumasi and its environments (including Ejura) and Tamale,1239.01,Okra,2010,2.3,2.3,,Wholesale,Retail & Wholesale,,"The physical loss was measured by percentage of product sorted and not sold. Economic losses due to poor quality (a function of the % cumulative rate of defects, decay and damage that occurred during handling) could not be determined because price data reported for crops in Ghana were unreliable; The air temperatures during the handling at the farm, wholesale and retail markets were 29-31C, and 76 % RH at the farm and wholesale markets, and 72% RH at the retail market.",,Case Study,Kitinoja and Cantwell (2010),https://www.researchgate.net/publication/285594317_Postharvest_losses_in_Africa_-_Analytical_review_and_synthesis_the_case_of_Ghana,,Fruits & Vegetables,Sub-Saharan Africa
288,Ghana,,1234.0,Tomatoes,2010,22.5,22.5,,,Retail & Wholesale,,At Retail Sold At Discounted Price,,Case Study,Kitinoja,http://www.sciencedirect.com/science/article/pii/S0305750X14002307,,Fruits & Vegetables,Sub-Saharan Africa
288,Ghana,Site: Kumasi & Tamale.,1239.01,Okra,2010,4.5,4.5,,Wholesale,Retail & Wholesale,,At Wholesale,,Literature Review,Kitinoja,http://www.sciencedirect.com/science/article/pii/S0305750X14002307,,Fruits & Vegetables,Sub-Saharan Africa
288,Ghana,Site: Kumasi & Tamale.,1239.01,Okra,2010,0.34,0.34,,,Farm,,,,Case Study,Kitinoja,http://www.sciencedirect.com/science/article/pii/S0305750X14002307,,Fruits & Vegetables,Sub-Saharan Africa
288,Ghana,? Sites: coastal and transition ecological zones of Ghana,1316.0,"Mangoes, guavas and mangosteens",2010,3.0,0 - 6,,Harvesting,Harvest,,,,,Egyir et al. (2008),http://www.sciencedirect.com/science/article/pii/S0305750X14002307,Not found,Fruits & Vegetables,Sub-Saharan Africa
288,Ghana,Kumasi & tamale.,1316.0,"Mangoes, guavas and mangosteens",2010,10.0,10,,,Retail & Wholesale,,At Wholesale,10,Case Study,Kitinoja,http://www.sciencedirect.com/science/article/pii/S0305750X14002307,,Fruits & Vegetables,Sub-Saharan Africa
288,Ghana,,1316.0,"Mangoes, guavas and mangosteens",2010,5.0,5,,"Grading, Sorting",Processing,,,,,Egyir et al. (2008),http://www.sciencedirect.com/science/article/pii/S0305750X14002307,Not found,Fruits & Vegetables,Sub-Saharan Africa
288,Ghana,Kumasi & tamale.,1316.0,"Mangoes, guavas and mangosteens",2010,6.0,6,,Farm,Farm,,,10,Literature Review,Kitinoja,http://www.sciencedirect.com/science/article/pii/S0305750X14002307,,Fruits & Vegetables,Sub-Saharan Africa
288,Ghana,,1651.0,"Pepper (<i>Piper</i> spp.), raw",2010,13.1,8.7-17.5,,,Retail & Wholesale,,,,Case Study,Kitinoja,http://ucanr.edu/datastoreFiles/234-1847.pdf,,Other,Sub-Saharan Africa
288,Ghana,,1651.0,"Pepper (<i>Piper</i> spp.), raw",2010,15.55,13-18.1,,,Farm,,,,Case Study,Kitinoja,http://ucanr.edu/datastoreFiles/234-1847.pdf,,Other,Sub-Saharan Africa
288,Ghana,,1520.01,"Cassava, fresh",2010,2.45,0.9 -4,,Sifting,Processing,,Different Techniques Of Preparation,Laboratory Trials,Controlled Experiment,"Amoah et al., (2010)",https://www.researchgate.net/publication/285594317_Postharvest_losses_in_Africa_-_Analytical_review_and_synthesis_the_case_of_Ghana,,"Roots, Tubers & Oil-Bearing Crops",Sub-Saharan Africa
288,Ghana,,1520.01,"Cassava, fresh",2010,4.65,0-9.3,,Grating,Processing,,Different Techniques Of Preparation,Laboratory Trials,Controlled Experiment,"Amoah et al., (2010)",https://www.researchgate.net/publication/285594317_Postharvest_losses_in_Africa_-_Analytical_review_and_synthesis_the_case_of_Ghana,,"Roots, Tubers & Oil-Bearing Crops",Sub-Saharan Africa
288,Ghana,,1520.01,"Cassava, fresh",2010,29.5,21.8 - 37.2,,Peeling,Processing,,Different Techniques Of Preparation,Laboratory Trials,Controlled Experiment,"Amoah et al., (2010)",https://www.researchgate.net/publication/285594317_Postharvest_losses_in_Africa_-_Analytical_review_and_synthesis_the_case_of_Ghana,,"Roots, Tubers & Oil-Bearing Crops",Sub-Saharan Africa
288,Ghana,,1520.01,"Cassava, fresh",2010,17.6,13.1 - 22.1,,Roasting,Processing,,Different Techniques Of Preparation,Laboratory Trials,Controlled Experiment,"Amoah et al., (2010)",https://www.researchgate.net/publication/285594317_Postharvest_losses_in_Africa_-_Analytical_review_and_synthesis_the_case_of_Ghana,,"Roots, Tubers & Oil-Bearing Crops",Sub-Saharan Africa
288,Ghana,,1520.01,"Cassava, fresh",2010,25.15,18.6-31.7,,Dewatering,Processing,,Different Techniques Of Preparation,Laboratory Trials,Controlled Experiment,"Amoah et al., (2010)",https://www.researchgate.net/publication/285594317_Postharvest_losses_in_Africa_-_Analytical_review_and_synthesis_the_case_of_Ghana,,"Roots, Tubers & Oil-Bearing Crops",Sub-Saharan Africa
324,Guinea,,112.0,Maize (corn),2010,4.0,4,,Drying,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
324,Guinea,,112.0,Maize (corn),2010,2.36,2.36,,Transportation,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
324,Guinea,,112.0,Maize (corn),2010,1.32,1.32,,"Shelling, Threshing",Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
324,Guinea,,113.0,Rice,2010,1.25,1.25,,Transportation,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
324,Guinea,,113.0,Rice,2010,3.14,3.14,,"Shelling, Threshing",Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
324,Guinea,,113.0,Rice,2010,4.4,4.4,,"Drying, Harvesting",Harvest,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
324,Guinea,,113.0,Rice,2010,2.5,2.5,,Winnowing,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
324,Guinea,,114.0,Sorghum,2010,4.55,4.55,,"Drying, Harvesting",Harvest,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
324,Guinea,,114.0,Sorghum,2010,2.17,2.17,,Transportation,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
324,Guinea,,114.0,Sorghum,2010,2.69,2.69,,Storage,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
324,Guinea,,1193.0,Fonio,2010,3.5,3.5,,"Shelling, Threshing",Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
324,Guinea,,1193.0,Fonio,2010,0.3,0.3,,Storage,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
324,Guinea,,1193.0,Fonio,2010,2.5,2.5,,Transportation,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
404,Kenya,,111.0,Wheat,2010,14.59,14.59,,"Drying, Harvesting",Harvest,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
404,Kenya,,111.0,Wheat,2010,2.5,2.5,,Transportation,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
404,Kenya,,111.0,Wheat,2010,3.5,3.5,,"Shelling, Threshing",Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
404,Kenya,,111.0,Wheat,2010,2.65,2.65,,Storage,Storage,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
404,Kenya,,112.0,Maize (corn),2010,15.0,15,,"Drying, Harvesting",Harvest,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
404,Kenya,,112.0,Maize (corn),2010,4.0,4,,Drying,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
404,Kenya,,112.0,Maize (corn),2010,1.32,1.32,,"Shelling, Threshing",Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
404,Kenya,,112.0,Maize (corn),2010,2.65,2.65,,Storage,Storage,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
404,Kenya,,113.0,Rice,2010,12.25,12.25,,"Drying, Harvesting",Harvest,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
404,Kenya,,113.0,Rice,2010,1.0,1,,Transportation,Transport,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
404,Kenya,,113.0,Rice,2010,3.14,3.14,,"Shelling, Threshing",Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
404,Kenya,,113.0,Rice,2010,1.25,1.25,,Transportation,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
404,Kenya,,114.0,Sorghum,2010,2.17,2.17,,Transportation,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
404,Kenya,,114.0,Sorghum,2010,7.25,7.25,,"Drying, Harvesting",Harvest,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
404,Kenya,,114.0,Sorghum,2010,1.0,1,,Transportation,Transport,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
404,Kenya,,115.0,Barley,2010,2.5,2.5,,Transportation,Farm,,,,Modelled Estimates,,https://www.aphlis.net/en/page/20/data-tables#/datatables?tab=value_chain&metric=prc,,Cereals & Pulses,Sub-Saharan Africa
