m49_code,country,region,cpc_code,commodity,year,loss_percentage,loss_percentage_original,loss_quantity,activity,food_supply_stage,treatment,cause_of_loss,sample_size,method_data_collection,reference,url,notes,major waste type,Region
356,India,,111.0,Wheat,2006,0.77,0.77,,Retailing,Storage,,,,,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Cereals & Pulses,South Asia
356,India,,111.0,Wheat,2006,0.48,0.48,,"Cleaning, Winnowing",Farm,,,,,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Cereals & Pulses,South Asia
356,India,,111.0,Wheat,2006,1.53,1.53,,Storage,Storage,,,,Survey,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Cereals & Pulses,South Asia
356,India,,112.0,Maize (corn),2006,1.57,1.57,,Threshing,Farm,,,,Survey,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Cereals & Pulses,South Asia
356,India,,112.0,Maize (corn),2006,1.74,1.74,,Storage,Storage,,,,Survey,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Cereals & Pulses,South Asia
356,India,,113.0,Rice,2006,1.34,1.34,,Wholesale,Storage,,,,Survey,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Cereals & Pulses,South Asia
356,India,,113.0,Rice,2006,0.1,0.1,,Packaging,Farm,,,,Survey,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Cereals & Pulses,South Asia
356,India,,114.0,Sorghum,2006,0.34,0.34,,Drying,Farm,,,,,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Cereals & Pulses,South Asia
356,India,,114.0,Sorghum,2006,0.58,0.58,,Processing,Storage,,,,,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Cereals & Pulses,South Asia
356,India,,114.0,Sorghum,2006,0.38,0.38,,Collection,Farm,,,,,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Cereals & Pulses,South Asia
356,India,,114.0,Sorghum,2006,0.37,0.37,,Retailing,Storage,,,,,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Cereals & Pulses,South Asia
356,India,,118.0,Millet,2006,0.17,0.17,,Transportation,Transport,,,,Survey,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Cereals & Pulses,South Asia
356,India,,118.0,Millet,2006,0.33,0.33,,"Cleaning, Winnowing",Farm,,,,Survey,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Cereals & Pulses,South Asia
356,India,,1703.0,"Chick peas, dry",2006,0.56,0.56,,Collection,Farm,,,,Survey,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Cereals & Pulses,South Asia
356,India,,1707.0,"Pigeon peas, dry",2006,0.19,0.19,,Packaging,Farm,,,,Survey,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Cereals & Pulses,South Asia
356,India,,1707.0,"Pigeon peas, dry",2006,0.2,0.2,,Storage,Storage,,,,Survey,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Cereals & Pulses,South Asia
356,India,,111.0,Wheat,2002,4.95,3.4-6.5,,,Storage,,,,,"Khan and Kulachi, (2002)",http://www.mod.gov.tr/Lists/RecentPublications/Attachments/120/Reducing%20Postharvest%20Losses%20in%20the%20OIC%20Member%20Countries.pdf,,Cereals & Pulses,South Asia
356,India,,112.0,Maize (corn),2001,30.46,30.46%,0.92kg/q,Harvesting,Harvest,,,,Survey,"G.. BASAPPA, J.B DESHMANYA AND B. L. PATIL",,,Cereals & Pulses,South Asia
356,India,,112.0,Maize (corn),2001,13.91,13.91%,0.42kg/q,Drying,Farm,,,,Survey,"G.. BASAPPA, J.B DESHMANYA AND B. L. PATIL",,,Cereals & Pulses,South Asia
356,India,,112.0,Maize (corn),2001,11.92,11.92%,0.36kg/q,Threshing,Farm,,,,Survey,"G.. BASAPPA, J.B DESHMANYA AND B. L. PATIL",,,Cereals & Pulses,South Asia
356,India,,1213.0,Cauliflowers and broccoli,2010,35.5,31-40,,,Harvest,,,,Case Study,Kitinoja,http://ucanr.edu/datastoreFiles/234-1847.pdf,,Fruits & Vegetables,South Asia
356,India,,1232.0,Cucumbers and gherkins,2010,15.0,10.0-20,,,Harvest,,,,Case Study,Kitinoja,http://ucanr.edu/datastoreFiles/234-1847.pdf,,Fruits & Vegetables,South Asia
356,India,,1232.0,Cucumbers and gherkins,2010,7.1,5-9.2,,,Retail,,"Decay, Mechanic Damage, Sorting",10,Case Study,Kitinoja,http://ucanr.edu/datastoreFiles/234-1847.pdf,,Fruits & Vegetables,South Asia
356,India,,1233.0,Eggplants (aubergines),2010,10.75,7.5-14,,,Farm,,"Decay, Mechanic Damage, Sorting",10,Case Study,,http://ucanr.edu/datastoreFiles/234-1847.pdf,,Fruits & Vegetables,South Asia
356,India,,1233.0,Eggplants (aubergines),2010,62.5,45-80,,,Harvest,,,,Case Study,Kitinoja,http://ucanr.edu/datastoreFiles/234-1847.pdf,,Fruits & Vegetables,South Asia
356,India,,1233.0,Eggplants (aubergines),2010,7.1,4.2-10,,,Retail,,"Decay, Mechanic Damage, Sorting",10,Case Study,,http://ucanr.edu/datastoreFiles/234-1847.pdf,,Fruits & Vegetables,South Asia
356,India,,1234.0,Tomatoes,2010,12.45,8.5-16.4,,,Retail,,"Decay, Mechanic Damage, Sorting",10,Case Study,,http://ucanr.edu/datastoreFiles/234-1847.pdf,,Fruits & Vegetables,South Asia
356,India,,1234.0,Tomatoes,2010,4.74,3.94-5.54,,,Farm,,,,Case Study,,http://ucanr.edu/datastoreFiles/234-1847.pdf,,Fruits & Vegetables,South Asia
356,India,,1239.01,Okra,2010,4.5,2.0-7,,Handling,Farm,,,,Case Study,,http://ucanr.edu/datastoreFiles/234-1847.pdf,,Fruits & Vegetables,South Asia
356,India,,1239.01,Okra,2010,3.5,2.0-5,,,Harvest,,,,Case Study,,http://ucanr.edu/datastoreFiles/234-1847.pdf,,Fruits & Vegetables,South Asia
356,India,,1316.0,"Mangoes, guavas and mangosteens",2010,27.5,25-30,,,Harvest,,,,Case Study,Kitinoja,http://ucanr.edu/datastoreFiles/234-1847.pdf,,Fruits & Vegetables,South Asia
356,India,,1316.0,"Mangoes, guavas and mangosteens",2010,7.5,5.0-10,,,Transport,,,,Case Study,,http://ucanr.edu/datastoreFiles/234-1847.pdf,,Fruits & Vegetables,South Asia
356,India,,1319.0,"Other tropical and subtropical fruits, n.e.c.",2010,9.4,8.7-10.1,,,Retail,,"Decay, Mechanic Damage, Sorting",10,Case Study,,http://ucanr.edu/datastoreFiles/234-1847.pdf,,Fruits & Vegetables,South Asia
356,India,,1319.0,"Other tropical and subtropical fruits, n.e.c.",2010,8.2,5-11.4,,,Wholesale,,"Decay, Mechanic Damage, Sorting",10,Case Study,,http://ucanr.edu/datastoreFiles/234-1847.pdf,,Fruits & Vegetables,South Asia
356,India,,1239.01,Okra,2009,12.95,7.4 - 18.5%,,Sorting,Farm,,lack of pre-sorting to remove decayed produce before packing promoted spread of fungal and bacterial diseases and insect pests during handling,,Survey,L. Kitinoja and H.Y. AlHassan (2012),,,Fruits & Vegetables,South Asia
356,India,,1234.0,Tomatoes,2009,8.4,8.4%,0.84kg,Storage,Storage,Outside the Zero Energy Cool Chamber (ZECC),,,Controlled Experiment,Lisa Kitinoja (2010),,,Fruits & Vegetables,South Asia
356,India,,1239.01,Okra,2009,3.5,2 - 5%,,Retailing,Retail,emperatures during the assessments in India ranged from hot (45 C = 113F in June and July) to cool (25 C =77F in September).,,,Survey,Lisa Kitinoja (2010),,,Fruits & Vegetables,South Asia
356,India,,1316.0,"Mangoes, guavas and mangosteens",2009,4.5,4 - 5%,,Handling,Farm,emperatures during the assessments in India ranged from hot (45 C = 113F in June and July) to cool (25 C =77F in September).,,,Case Study,Lisa Kitinoja (2010),,,Fruits & Vegetables,South Asia
356,India,,1212.0,Cabbages,2008,17.5,15-20,,,Farm,,,,Literature Review,"Gajbhiye et al, 2008",http://ucanr.edu/datastoreFiles/234-1847.pdf,"Sourced from Gajbhiye et al, 2008",Fruits & Vegetables,South Asia
356,India,,1212.0,Cabbages,2006,1.32,1.32,,Transportation,Transport,,,,Survey,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Fruits & Vegetables,South Asia
356,India,,1212.0,Cabbages,2006,0.3,0.3,,Collection,Farm,,,,Survey,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Fruits & Vegetables,South Asia
356,India,,1212.0,Cabbages,2006,2.2,2.2,,Wholesale,Storage,,,,Survey,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Fruits & Vegetables,South Asia
356,India,,1212.0,Cabbages,2006,2.31,2.31,,Processing,Storage,,,,Survey,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Fruits & Vegetables,South Asia
356,India,,1212.0,Cabbages,2006,0.27,0.27,,Packaging,Farm,,,,Survey,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Fruits & Vegetables,South Asia
356,India,,1212.0,Cabbages,2006,1.11,1.11,,Storage,Storage,,,,Survey,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Fruits & Vegetables,South Asia
356,India,,1212.0,Cabbages,2006,2.62,2.62,,Retailing,Storage,,,,Survey,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Fruits & Vegetables,South Asia
356,India,,1213.0,Cauliflowers and broccoli,2006,0.27,0.27,,Collection,Farm,,,,Survey,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Fruits & Vegetables,South Asia
356,India,,1234.0,Tomatoes,2006,1.57,1.57,,Storage,Storage,,,,,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Fruits & Vegetables,South Asia
356,India,,1234.0,Tomatoes,2006,0.77,0.77,,Packaging,Farm,,,,,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Fruits & Vegetables,South Asia
356,India,,1234.0,Tomatoes,2006,4.62,4.62,,Farm,Storage,,,,,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Fruits & Vegetables,South Asia
356,India,,1242.0,"Peas, green",2006,0.3,0.3,,Storage,Storage,,,,Survey,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Fruits & Vegetables,South Asia
356,India,,1242.0,"Peas, green",2006,1.18,1.18,,Storage,Storage,,,,Survey,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Fruits & Vegetables,South Asia
356,India,,1242.0,"Peas, green",2006,0.23,0.23,,Packaging,Farm,,,,Survey,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Fruits & Vegetables,South Asia
356,India,,1242.0,"Peas, green",2006,2.44,2.44,,Retailing,Storage,,,,Survey,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Fruits & Vegetables,South Asia
356,India,,1242.0,"Peas, green",2006,0.5,0.5,,Transportation,Transport,,,,Survey,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Fruits & Vegetables,South Asia
356,India,,1242.0,"Peas, green",2006,3.46,3.46,,Harvesting,Harvest,,,,Survey,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Fruits & Vegetables,South Asia
356,India,,1253.01,"Onions and shallots, green",2006,2.57,2.57,,Retailing,Storage,,,,Survey,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Fruits & Vegetables,South Asia
356,India,,1253.01,"Onions and shallots, green",2006,2.67,2.67,,Storage,Storage,,,,Survey,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Fruits & Vegetables,South Asia
356,India,,1270.0,Mushrooms and truffles,2006,4.26,4.26,,"Grading, Sorting",Farm,,,,Survey,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Fruits & Vegetables,South Asia
356,India,,1270.0,Mushrooms and truffles,2006,1.73,1.73,,Retailing,Storage,,,,Survey,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Fruits & Vegetables,South Asia
356,India,,1312.0,Bananas,2006,0.36,0.36,,Collection,Farm,,,,Survey,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Fruits & Vegetables,South Asia
356,India,,1312.0,Bananas,2006,3.34,3.34,,Storage,Storage,,,,Survey,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Fruits & Vegetables,South Asia
356,India,,1312.0,Bananas,2006,0.26,0.26,,Processing,Storage,,,,Survey,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Fruits & Vegetables,South Asia
356,India,,1316.0,"Mangoes, guavas and mangosteens",2006,0.87,0.87,,Processing,Storage,,,,Survey,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Fruits & Vegetables,South Asia
356,India,,1316.0,"Mangoes, guavas and mangosteens",2006,2.67,2.67,,Retailing,Storage,,,,Survey,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Fruits & Vegetables,South Asia
356,India,,1316.0,"Mangoes, guavas and mangosteens",2006,3.79,3.79,,Retailing,Storage,,,,Survey,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Fruits & Vegetables,South Asia
356,India,,1316.0,"Mangoes, guavas and mangosteens",2006,0.68,0.68,,Collection,Farm,,,,Survey,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Fruits & Vegetables,South Asia
356,India,,1317.0,Papayas,2006,0.03,0.03,,Processing,Storage,,,,Survey,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Fruits & Vegetables,South Asia
356,India,,1317.0,Papayas,2006,0.28,0.28,,Collection,Farm,,,,Survey,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Fruits & Vegetables,South Asia
356,India,,1317.0,Papayas,2006,1.45,1.45,,Harvesting,Harvest,,,,Survey,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Fruits & Vegetables,South Asia
356,India,,1319.0,"Other tropical and subtropical fruits, n.e.c.",2006,1.43,1.43,,"Grading, Sorting",Farm,,,,,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Fruits & Vegetables,South Asia
356,India,,1319.0,"Other tropical and subtropical fruits, n.e.c.",2006,1.53,1.53,,Harvesting,Harvest,,,,,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Fruits & Vegetables,South Asia
356,India,,1329.0,"Other citrus fruit, n.e.c.",2006,0.35,0.35,,Packaging,Farm,,,,Survey,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Fruits & Vegetables,South Asia
356,India,,1329.0,"Other citrus fruit, n.e.c.",2006,1.28,1.28,,Wholesale,Storage,,,,Survey,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Fruits & Vegetables,South Asia
356,India,,1329.0,"Other citrus fruit, n.e.c.",2006,0.179,0.179,,"Grading, Sorting",Farm,,,,,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Fruits & Vegetables,South Asia
356,India,,1329.0,"Other citrus fruit, n.e.c.",2006,2.29,2.29,,Retailing,Storage,,,,Survey,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Fruits & Vegetables,South Asia
356,India,,1329.0,"Other citrus fruit, n.e.c.",2006,0.21,0.21,,Processing,Storage,,,,Survey,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Fruits & Vegetables,South Asia
356,India,,1330.0,Grapes,2006,2.69,2.69,,Processing,Storage,,,,Survey,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Fruits & Vegetables,South Asia
356,India,,1330.0,Grapes,2006,2.17,2.17,,Retailing,Storage,,,,Survey,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Fruits & Vegetables,South Asia
356,India,,1341.0,Apples,2006,0.42,0.42,,Collection,Farm,,,,Survey,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Fruits & Vegetables,South Asia
356,India,,1341.0,Apples,2006,1.47,1.47,,Storage,Storage,,,,Survey,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Fruits & Vegetables,South Asia
356,India,,1253.01,"Onions and shallots, green",2004,15.7,15.7,,,Farm,,,,Literature Review,"Chaugule et al, 2004",http://ucanr.edu/datastoreFiles/234-1847.pdf,,Fruits & Vegetables,South Asia
356,India,,1213.0,Cauliflowers and broccoli,2003,12.9,12.9,,,Farm,,,,Literature Review,"Wadhwani & Brogal, 2003",http://ucanr.edu/datastoreFiles/234-1847.pdf,"Sourced from Wadhwani & Brogal, 2003",Fruits & Vegetables,South Asia
356,India,,1234.0,Tomatoes,2003,20.0,20,,,Farm,,,,Literature Review,"Ajay et al, 2003&2004",http://ucanr.edu/datastoreFiles/234-1847.pdf,"Sourced from Ajay et al, 2003&2004",Fruits & Vegetables,South Asia
356,India,,1213.0,Cauliflowers and broccoli,2002,31.85,28.6-35.1,,,Post-harvest,,,,Literature Review,"Pal et al, 2002",http://ucanr.edu/datastoreFiles/234-1847.pdf,"Sourced from Pal et al, 2002",Fruits & Vegetables,South Asia
356,India,,1329.0,"Other citrus fruit, n.e.c.",1993,27.0,27,,,Post-harvest,,,,Literature Review,"Roy, 1993",http://ucanr.edu/datastoreFiles/234-1847.pdf,"Sourced from Roy, 1993",Fruits & Vegetables,South Asia
356,India,,1654.0,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2009,7.24,7.24%,0.3kg,Storage,Storage,Outside the Zero Energy Cool Chamber (ZECC),,,Controlled Experiment,Lisa Kitinoja (2010),,,Other,South Asia
356,India,,1654.0,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2009,3.86,3.86%,0.16kg,Storage,Storage,Trials in Zero Energy Cool Chamber (ZECC),,,Controlled Experiment,Lisa Kitinoja (2010),,,Other,South Asia
356,India,,1372.0,"Cashew nuts, in shell",2006,0.13,0.13,,Storage,Storage,,,,Survey,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Other,South Asia
356,India,,1372.0,"Cashew nuts, in shell",2006,0.22,0.22,,Wholesale,Storage,,,,Survey,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Other,South Asia
356,India,,1372.0,"Cashew nuts, in shell",2006,0.24,0.24,,Processing,Storage,,,,Survey,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Other,South Asia
356,India,,1372.0,"Cashew nuts, in shell",2006,0.16,0.16,,Harvesting,Harvest,,,,Survey,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Other,South Asia
356,India,,1372.0,"Cashew nuts, in shell",2006,0.37,0.37,,Threshing,Farm,,,,Survey,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Other,South Asia
356,India,,1372.0,"Cashew nuts, in shell",2006,0.14,0.14,,Collection,Farm,,,,Survey,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Other,South Asia
356,India,,1372.0,"Cashew nuts, in shell",2006,0.21,0.21,,Drying,Farm,,,,Survey,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Other,South Asia
356,India,,1372.0,"Cashew nuts, in shell",2006,0.36,0.36,,Retailing,Storage,,,,Survey,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Other,South Asia
356,India,,1372.0,"Cashew nuts, in shell",2006,0.01,0.01,,Transportation,Transport,,,,Survey,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Other,South Asia
356,India,,1379.01,Areca nuts,2006,1.53,1.53,,Storage,Storage,,,,Survey,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Other,South Asia
356,India,,1379.01,Areca nuts,2006,0.39,0.39,,"Grading, Sorting",Farm,,,,Survey,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Other,South Asia
356,India,,1379.01,Areca nuts,2006,3.32,3.32,,Threshing,Farm,,,,Survey,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Other,South Asia
356,India,,1379.01,Areca nuts,2006,0.19,0.19,,Transportation,Transport,,,,Survey,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Other,South Asia
356,India,,1379.01,Areca nuts,2006,0.74,0.74,,Processing,Storage,,,,Survey,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Other,South Asia
356,India,,1379.01,Areca nuts,2006,0.16,0.16,,Collection,Farm,,,,Survey,"ICAR - S.K. Nanda, P.K. Vishwakarma",https://www.researchgate.net/publication/280780214_Harvest_and_post_harvest_losses_of_major_crops_and_livestock_produce_in_India,,Other,South Asia
